Month,Year,P,D,E,CPI,Date.Frac,GS10,RP,RD,RE,PE10
1,1871,4.44,0.26,0.4,12.46,1871.04,5.32,84.43839486,4.94,7.61,NA
2,1871,4.5,0.26,0.4,12.84,1871.13,5.32,83.04672897,4.80,7.38,NA
3,1871,4.61,0.26,0.4,13.03,1871.21,5.33,83.8361934,4.73,7.27,NA
4,1871,4.74,0.26,0.4,12.56,1871.29,5.33,89.42598726,4.91,7.55,NA
5,1871,4.86,0.26,0.4,12.27,1871.38,5.33,93.85701711,5.02,7.72,NA
6,1871,4.82,0.26,0.4,12.08,1871.46,5.34,94.54860927,5.10,7.85,NA
7,1871,4.73,0.26,0.4,12.08,1871.54,5.34,92.78317881,5.10,7.85,NA
8,1871,4.79,0.26,0.4,11.89,1871.63,5.34,95.46159798,5.18,7.97,NA
9,1871,4.84,0.26,0.4,12.18,1871.71,5.35,94.16144499,5.06,7.78,NA
10,1871,4.59,0.26,0.4,12.37,1871.79,5.35,87.9261439,4.98,7.66,NA
11,1871,4.64,0.26,0.4,12.37,1871.88,5.35,88.88394503,4.98,7.66,NA
12,1871,4.74,0.26,0.4,12.65,1871.96,5.36,88.78975494,4.87,7.49,NA
1,1872,4.86,0.26,0.4,12.65,1872.04,5.36,91.03759684,4.87,7.49,NA
2,1872,4.88,0.27,0.41,12.65,1872.13,5.38,91.41223715,5.06,7.68,NA
3,1872,5.04,0.27,0.41,12.84,1872.21,5.4,93.01233645,4.98,7.57,NA
4,1872,5.18,0.27,0.41,13.13,1872.29,5.42,93.48460015,4.87,7.40,NA
5,1872,5.18,0.28,0.41,13.13,1872.38,5.43,93.48460015,5.05,7.40,NA
6,1872,5.13,0.28,0.42,13.03,1872.46,5.45,93.29277053,5.09,7.64,NA
7,1872,5.1,0.28,0.42,12.84,1872.54,5.47,94.11962617,5.17,7.75,NA
8,1872,5.04,0.29,0.42,12.94,1872.63,5.49,92.29353941,5.31,7.69,NA
9,1872,4.95,0.29,0.42,13.03,1872.71,5.51,90.01933998,5.27,7.64,NA
10,1872,4.97,0.29,0.43,12.75,1872.79,5.53,92.36793725,5.39,7.99,NA
11,1872,4.95,0.3,0.43,13.13,1872.88,5.54,89.33373953,5.41,7.76,NA
12,1872,5.07,0.3,0.43,12.94,1872.96,5.56,92.84290572,5.49,7.87,NA
1,1873,5.11,0.3,0.43,12.94,1873.04,5.58,93.57539413,5.49,7.87,NA
2,1873,5.15,0.31,0.44,13.23,1873.13,5.57,92.24066515,5.55,7.88,NA
3,1873,5.11,0.31,0.44,13.23,1873.21,5.56,91.5242328,5.55,7.88,NA
4,1873,5.04,0.31,0.44,13.23,1873.29,5.55,90.27047619,5.55,7.88,NA
5,1873,5.05,0.31,0.44,12.94,1873.38,5.54,92.47666151,5.68,8.06,NA
6,1873,4.98,0.32,0.45,12.56,1873.46,5.53,93.95388535,6.04,8.49,NA
7,1873,4.97,0.32,0.45,12.56,1873.54,5.53,93.76522293,6.04,8.49,NA
8,1873,4.97,0.32,0.45,12.56,1873.63,5.52,93.76522293,6.04,8.49,NA
9,1873,4.59,0.32,0.45,12.56,1873.71,5.51,86.59605096,6.04,8.49,NA
10,1873,4.19,0.33,0.46,12.27,1873.79,5.5,80.91788101,6.37,8.88,NA
11,1873,4.04,0.33,0.46,11.89,1873.88,5.49,80.51458368,6.58,9.17,NA
12,1873,4.42,0.33,0.46,12.18,1873.96,5.48,85.99041051,6.42,8.95,NA
1,1874,4.66,0.33,0.46,12.37,1874.04,5.47,89.26706548,6.32,8.81,NA
2,1874,4.8,0.33,0.46,12.37,1874.13,5.44,91.94890865,6.32,8.81,NA
3,1874,4.73,0.33,0.46,12.37,1874.21,5.4,90.60798707,6.32,8.81,NA
4,1874,4.6,0.33,0.46,12.18,1874.29,5.37,89.49228243,6.42,8.95,NA
5,1874,4.48,0.33,0.46,12.08,1874.38,5.34,87.8792053,6.47,9.02,NA
6,1874,4.46,0.33,0.46,11.8,1874.46,5.3,89.56284746,6.63,9.24,NA
7,1874,4.46,0.33,0.46,11.89,1874.54,5.27,88.88491169,6.58,9.17,NA
8,1874,4.47,0.33,0.46,11.8,1874.63,5.24,89.76366102,6.63,9.24,NA
9,1874,4.54,0.33,0.46,11.8,1874.71,5.2,91.16935593,6.63,9.24,NA
10,1874,4.53,0.33,0.46,11.61,1874.79,5.17,92.45726098,6.74,9.39,NA
11,1874,4.57,0.33,0.46,11.51,1874.88,5.14,94.08403128,6.79,9.47,NA
12,1874,4.54,0.33,0.46,11.51,1874.96,5.1,93.46641182,6.79,9.47,NA
1,1875,4.54,0.33,0.45,11.51,1875.04,5.07,93.46641182,6.79,9.26,NA
2,1875,4.53,0.33,0.44,11.51,1875.13,5.03,93.26053866,6.79,9.06,NA
3,1875,4.59,0.32,0.44,11.51,1875.21,4.99,94.49577758,6.59,9.06,NA
4,1875,4.65,0.32,0.43,11.61,1875.29,4.95,94.90645995,6.53,8.78,NA
5,1875,4.47,0.32,0.42,11.32,1875.38,4.91,93.56989399,6.70,8.79,NA
6,1875,4.38,0.32,0.41,11.13,1875.46,4.87,93.25110512,6.81,8.73,NA
7,1875,4.39,0.31,0.4,11.13,1875.54,4.83,93.46400719,6.60,8.52,NA
8,1875,4.41,0.31,0.39,11.23,1875.63,4.79,93.05374889,6.54,8.23,NA
9,1875,4.37,0.31,0.39,11.13,1875.71,4.75,93.03820305,6.60,8.30,NA
10,1875,4.3,0.31,0.38,11.13,1875.79,4.71,91.54788859,6.60,8.09,NA
11,1875,4.37,0.3,0.37,11.04,1875.88,4.67,93.79666667,6.44,7.94,NA
12,1875,4.37,0.3,0.36,10.94,1875.96,4.63,94.65404022,6.50,7.80,NA
1,1876,4.46,0.3,0.35,10.85,1876.04,4.59,97.40475576,6.55,7.64,NA
2,1876,4.52,0.3,0.35,10.85,1876.13,4.58,98.71513364,6.55,7.64,NA
3,1876,4.51,0.3,0.34,10.85,1876.21,4.57,98.49673733,6.55,7.43,NA
4,1876,4.34,0.3,0.33,10.75,1876.29,4.56,95.66571163,6.61,7.27,NA
5,1876,4.18,0.3,0.33,10.37,1876.38,4.54,95.51521697,6.86,7.54,NA
6,1876,4.15,0.3,0.32,10.09,1876.46,4.53,97.46124876,7.05,7.52,NA
7,1876,4.1,0.3,0.31,10.09,1876.54,4.52,96.28701685,7.05,7.28,NA
8,1876,3.93,0.3,0.31,10.18,1876.62,4.51,91.47866405,6.98,7.22,NA
9,1876,3.69,0.3,0.3,10.28,1876.71,4.5,85.0566537,6.92,6.92,NA
10,1876,3.67,0.3,0.29,10.47,1876.79,4.49,83.06047755,6.79,6.56,NA
11,1876,3.6,0.3,0.29,10.56,1876.87,4.47,80.78181818,6.73,6.51,NA
12,1876,3.58,0.3,0.28,10.75,1876.96,4.46,78.9131907,6.61,6.17,NA
1,1877,3.55,0.29,0.28,10.94,1877.04,4.45,76.8928702,6.28,6.06,NA
2,1877,3.34,0.28,0.28,10.66,1877.12,4.44,74.24450281,6.22,6.22,NA
3,1877,3.17,0.27,0.29,10.18,1877.21,4.43,73.7881336,6.28,6.75,NA
4,1877,2.94,0.26,0.29,10.47,1877.29,4.42,66.53891117,5.88,6.56,NA
5,1877,2.94,0.25,0.29,10.66,1877.37,4.41,65.35294559,5.56,6.45,NA
6,1877,2.73,0.25,0.29,10.09,1877.46,4.4,64.11306244,5.87,6.81,NA
7,1877,2.85,0.24,0.29,10.18,1877.54,4.4,66.33948919,5.59,6.75,NA
8,1877,3.05,0.23,0.29,9.8,1877.62,4.39,73.7477551,5.56,7.01,NA
9,1877,3.24,0.22,0.3,9.7,1877.71,4.38,79.14952577,5.37,7.33,NA
10,1877,3.31,0.21,0.3,9.7,1877.79,4.37,80.85954639,5.13,7.33,NA
11,1877,3.26,0.2,0.3,9.51,1877.87,4.36,81.22919033,4.98,7.48,NA
12,1877,3.25,0.19,0.3,9.51,1877.96,4.35,80.98002103,4.73,7.48,NA
1,1878,3.25,0.19,0.3,9.23,1878.04,4.34,83.43661972,4.88,7.70,NA
2,1878,3.18,0.19,0.3,9.13,1878.12,4.33,82.53371303,4.93,7.79,NA
3,1878,3.24,0.19,0.3,8.94,1878.21,4.32,85.87812081,5.04,7.95,NA
4,1878,3.33,0.19,0.3,8.85,1878.29,4.31,89.16122034,5.09,8.03,NA
5,1878,3.34,0.19,0.3,8.56,1878.37,4.3,92.45869159,5.26,8.30,NA
6,1878,3.41,0.19,0.31,8.37,1878.46,4.29,96.53925926,5.38,8.78,NA
7,1878,3.48,0.18,0.31,8.47,1878.54,4.28,97.35782763,5.04,8.67,NA
8,1878,3.45,0.18,0.31,8.56,1878.62,4.27,95.50373832,4.98,8.58,NA
9,1878,3.52,0.18,0.31,8.56,1878.71,4.26,97.44149533,4.98,8.58,NA
10,1878,3.48,0.18,0.31,8.47,1878.79,4.25,97.35782763,5.04,8.67,NA
11,1878,3.47,0.18,0.31,8.37,1878.87,4.24,98.23789725,5.10,8.78,NA
12,1878,3.45,0.18,0.31,8.18,1878.96,4.23,99.9403423,5.21,8.98,NA
1,1879,3.58,0.18,0.32,8.28,1879.04,4.22,102.4537198,5.15,9.16,NA
2,1879,3.71,0.18,0.32,8.37,1879.12,4.2,105.0324492,5.10,9.06,NA
3,1879,3.65,0.19,0.33,8.28,1879.21,4.19,104.4570048,5.44,9.44,NA
4,1879,3.77,0.19,0.33,8.18,1879.29,4.17,109.2101711,5.50,9.56,NA
5,1879,3.94,0.19,0.34,8.18,1879.37,4.15,114.1347677,5.50,9.85,NA
6,1879,3.96,0.19,0.35,8.09,1879.46,4.14,115.990309,5.57,10.25,NA
7,1879,4.04,0.19,0.35,8.18,1879.54,4.12,117.0315892,5.50,10.14,NA
8,1879,4.07,0.19,0.36,8.18,1879.62,4.1,117.9006357,5.50,10.43,NA
9,1879,4.22,0.2,0.36,8.47,1879.71,4.09,118.0603542,5.60,10.07,NA
10,1879,4.68,0.2,0.37,8.94,1879.79,4.07,124.0461745,5.30,9.81,NA
11,1879,4.93,0.2,0.37,9.42,1879.87,4.05,124.0140977,5.03,9.31,NA
12,1879,4.92,0.2,0.38,9.7,1879.96,4.04,120.1900206,4.89,9.28,NA
1,1880,5.11,0.21,0.39,9.99,1880.04,4.02,121.2077678,4.98,9.25,NA
2,1880,5.2,0.21,0.4,9.99,1880.12,3.99,123.3425425,4.98,9.49,NA
3,1880,5.3,0.22,0.41,10.09,1880.21,3.97,124.4685828,5.17,9.63,NA
4,1880,5.18,0.22,0.42,9.7,1880.29,3.94,126.5415258,5.37,10.26,NA
5,1880,4.77,0.23,0.43,9.42,1880.37,3.91,119.9892994,5.79,10.82,NA
6,1880,4.79,0.23,0.44,9.23,1880.46,3.89,122.9727411,5.90,11.30,NA
7,1880,5.01,0.24,0.44,9.23,1880.54,3.86,128.6207584,6.16,11.30,NA
8,1880,5.19,0.24,0.45,9.23,1880.62,3.83,133.2418635,6.16,11.55,NA
9,1880,5.18,0.25,0.46,9.32,1880.71,3.81,131.7009442,6.36,11.70,NA
10,1880,5.33,0.25,0.47,9.32,1880.79,3.78,135.5146781,6.36,11.95,NA
11,1880,5.61,0.26,0.48,9.42,1880.87,3.75,141.1194904,6.54,12.07,NA
12,1880,5.84,0.26,0.49,9.51,1880.96,3.73,145.5148686,6.48,12.21,NA
1,1881,6.19,0.27,0.49,9.42,1881.04,3.7,155.7093843,6.79,12.33,18.47
2,1881,6.17,0.27,0.48,9.51,1881.12,3.69,153.7374553,6.73,11.96,18.15
3,1881,6.24,0.28,0.48,9.51,1881.21,3.69,155.4816404,6.98,11.96,18.27
4,1881,6.22,0.28,0.47,9.61,1881.29,3.68,153.3705723,6.90,11.59,17.95
5,1881,6.5,0.29,0.47,9.51,1881.37,3.67,161.9600421,7.23,11.71,18.87
6,1881,6.58,0.29,0.47,9.51,1881.46,3.67,163.9533964,7.23,11.71,19.03
7,1881,6.35,0.3,0.46,9.61,1881.54,3.66,156.5760666,7.40,11.34,18.12
8,1881,6.2,0.3,0.46,9.8,1881.62,3.65,149.9134694,7.25,11.12,17.29
9,1881,6.25,0.31,0.45,10.18,1881.71,3.65,145.481336,7.22,10.47,16.72
10,1881,6.15,0.31,0.45,10.28,1881.79,3.64,141.7610895,7.15,10.37,16.26
11,1881,6.19,0.32,0.44,10.18,1881.87,3.63,144.0847151,7.45,10.24,16.48
12,1881,6.01,0.32,0.44,10.18,1881.96,3.63,139.8948527,7.45,10.24,15.96
1,1882,5.92,0.32,0.44,10.18,1882.04,3.62,137.7999214,7.45,10.24,15.68
2,1882,5.79,0.32,0.44,10.28,1882.12,3.62,133.4628794,7.38,10.14,15.15
3,1882,5.78,0.32,0.44,10.28,1882.21,3.62,133.2323735,7.38,10.14,15.09
4,1882,5.78,0.32,0.44,10.37,1882.29,3.62,132.0760656,7.31,10.05,14.92
5,1882,5.71,0.32,0.44,10.47,1882.37,3.62,129.2303343,7.24,9.96,14.57
6,1882,5.68,0.32,0.44,10.56,1882.46,3.62,127.4557576,7.18,9.87,14.33
7,1882,6,0.32,0.43,10.47,1882.54,3.63,135.7936963,7.24,9.73,15.24
8,1882,6.18,0.32,0.43,10.56,1882.62,3.63,138.6754545,7.18,9.65,15.53
9,1882,6.24,0.32,0.43,10.28,1882.71,3.63,143.835642,7.38,9.91,16.08
10,1882,6.07,0.32,0.43,10.18,1882.79,3.63,141.2914735,7.45,10.01,15.76
11,1882,5.81,0.32,0.43,10.09,1882.87,3.63,136.4457483,7.52,10.10,15.19
12,1882,5.84,0.32,0.43,9.99,1882.96,3.63,138.5231632,7.59,10.20,15.38
1,1883,5.81,0.32,0.43,9.99,1883.04,3.63,137.8115716,7.59,10.20,15.27
2,1883,5.68,0.32,0.43,10.09,1883.12,3.63,133.3927453,7.52,10.10,14.76
3,1883,5.75,0.32,0.42,9.99,1883.21,3.63,136.3883884,7.59,9.96,15.05
4,1883,5.87,0.32,0.42,9.9,1883.29,3.63,140.5005253,7.66,10.05,15.48
5,1883,5.77,0.32,0.42,9.8,1883.37,3.63,139.5162449,7.74,10.16,15.34
6,1883,5.82,0.33,0.42,9.51,1883.46,3.63,145.01653,8.22,10.47,15.9
7,1883,5.73,0.33,0.41,9.32,1883.54,3.63,145.6846352,8.39,10.42,15.95
8,1883,5.47,0.33,0.41,9.32,1883.62,3.62,139.0741631,8.39,10.42,15.2
9,1883,5.53,0.33,0.41,9.23,1883.71,3.62,141.9706176,8.47,10.53,15.49
10,1883,5.38,0.33,0.41,9.23,1883.79,3.62,138.1196966,8.47,10.53,15.05
11,1883,5.46,0.33,0.4,9.13,1883.87,3.62,141.708828,8.56,10.38,15.41
12,1883,5.34,0.33,0.4,9.23,1883.96,3.62,137.0927844,8.47,10.27,14.9
1,1884,5.18,0.33,0.39,9.23,1884.04,3.62,132.9851354,8.47,10.01,14.43
2,1884,5.32,0.33,0.39,9.23,1884.12,3.61,136.5793283,8.47,10.01,14.81
3,1884,5.3,0.33,0.38,9.23,1884.21,3.6,136.0658722,8.47,9.76,14.74
4,1884,5.06,0.32,0.37,9.04,1884.29,3.6,132.6346903,8.39,9.70,14.35
5,1884,4.65,0.32,0.36,8.85,1884.37,3.59,124.5044068,8.57,9.64,13.47
6,1884,4.46,0.32,0.36,8.85,1884.46,3.58,119.4171299,8.57,9.64,12.91
7,1884,4.46,0.32,0.35,8.75,1884.54,3.57,120.7818971,8.67,9.48,13.04
8,1884,4.74,0.32,0.34,8.75,1884.62,3.56,128.3646171,8.67,9.21,13.86
9,1884,4.59,0.32,0.33,8.66,1884.71,3.55,125.5942725,8.76,9.03,13.57
10,1884,4.44,0.31,0.33,8.56,1884.79,3.55,122.9091589,8.58,9.14,13.27
11,1884,4.35,0.31,0.32,8.37,1884.87,3.54,123.1512545,8.78,9.06,13.3
12,1884,4.34,0.31,0.31,8.28,1884.96,3.53,124.2036715,8.87,8.87,13.43
1,1885,4.24,0.3,0.31,8.28,1885.04,3.52,121.3418357,8.59,8.87,13.13
2,1885,4.37,0.3,0.3,8.37,1885.12,3.51,123.7174671,8.49,8.49,13.38
3,1885,4.38,0.29,0.3,8.18,1885.21,3.5,126.8807824,8.40,8.69,13.73
4,1885,4.37,0.29,0.3,8.28,1885.29,3.48,125.0622222,8.30,8.59,13.55
5,1885,4.32,0.28,0.29,8.09,1885.37,3.47,126.5348826,8.20,8.49,13.71
6,1885,4.3,0.28,0.29,7.9,1885.46,3.46,128.9782278,8.40,8.70,13.98
7,1885,4.46,0.27,0.29,7.99,1885.54,3.45,132.2705382,8.01,8.60,14.33
8,1885,4.71,0.26,0.28,7.99,1885.62,3.43,139.684806,7.71,8.30,15.13
9,1885,4.65,0.26,0.28,7.9,1885.71,3.42,139.4764557,7.80,8.40,15.12
10,1885,4.92,0.25,0.28,7.9,1885.79,3.41,147.5750886,7.50,8.40,15.99
11,1885,5.24,0.25,0.27,7.99,1885.87,3.4,155.4030538,7.41,8.01,16.82
12,1885,5.2,0.24,0.27,8.18,1885.96,3.38,150.6347188,6.95,7.82,16.3
1,1886,5.2,0.24,0.28,7.99,1886.04,3.37,154.216771,7.12,8.30,16.69
2,1886,5.3,0.24,0.28,7.99,1886.12,3.38,157.1824781,7.12,8.30,17.01
3,1886,5.19,0.24,0.29,7.9,1886.21,3.4,155.6737215,7.20,8.70,16.84
4,1886,5.12,0.23,0.29,7.8,1886.29,3.41,155.5429744,6.99,8.81,16.8
5,1886,5.02,0.23,0.3,7.61,1886.37,3.42,156.3126413,7.16,9.34,16.86
6,1886,5.25,0.23,0.3,7.52,1886.46,3.43,165.4308511,7.25,9.45,17.83
7,1886,5.33,0.23,0.31,7.61,1886.54,3.45,165.9654139,7.16,9.65,17.85
8,1886,5.37,0.23,0.31,7.71,1886.62,3.46,165.042179,7.07,9.53,17.72
9,1886,5.51,0.23,0.32,7.71,1886.71,3.47,169.3449546,7.07,9.83,18.15
10,1886,5.65,0.22,0.32,7.71,1886.79,3.48,173.6477302,6.76,9.83,18.56
11,1886,5.79,0.22,0.33,7.71,1886.87,3.5,177.9505058,6.76,10.14,18.97
12,1886,5.64,0.22,0.33,7.8,1886.96,3.51,171.3403077,6.68,10.03,18.19
1,1887,5.58,0.22,0.33,7.99,1887.04,3.52,165.4864581,6.52,9.79,17.51
2,1887,5.54,0.23,0.34,8.09,1887.12,3.53,162.2692707,6.74,9.96,17.13
3,1887,5.67,0.23,0.34,8.09,1887.21,3.55,166.0770334,6.74,9.96,17.47
4,1887,5.8,0.23,0.34,8.09,1887.29,3.56,169.884796,6.74,9.96,17.82
5,1887,5.9,0.23,0.34,8.09,1887.37,3.57,172.8138443,6.74,9.96,18.08
6,1887,5.73,0.24,0.35,7.99,1887.46,3.58,169.9350188,7.12,10.38,17.71
7,1887,5.59,0.24,0.35,7.9,1887.54,3.6,167.6716962,7.20,10.50,17.43
8,1887,5.45,0.24,0.35,7.99,1887.62,3.61,161.6310388,7.12,10.38,16.74
9,1887,5.38,0.24,0.35,7.9,1887.71,3.62,161.3727595,7.20,10.50,16.68
10,1887,5.2,0.25,0.36,7.99,1887.79,3.63,154.216771,7.41,10.68,15.88
11,1887,5.3,0.25,0.36,8.09,1887.87,3.65,155.239555,7.32,10.54,15.95
12,1887,5.27,0.25,0.36,8.28,1887.96,3.66,150.818744,7.15,10.30,15.46
1,1888,5.31,0.25,0.35,8.37,1888.04,3.67,150.3294624,7.08,9.91,15.36
2,1888,5.28,0.25,0.34,8.28,1888.12,3.65,151.1049275,7.15,9.73,15.42
3,1888,5.08,0.25,0.34,8.28,1888.21,3.63,145.381256,7.15,9.73,14.81
4,1888,5.1,0.24,0.33,8.18,1888.29,3.62,147.7378973,6.95,9.56,15.02
5,1888,5.17,0.24,0.32,8.09,1888.37,3.6,151.4317923,7.03,9.37,15.39
6,1888,5.01,0.24,0.31,7.99,1888.46,3.58,148.5819274,7.12,9.19,15.08
7,1888,5.14,0.24,0.3,8.09,1888.54,3.56,150.5530779,7.03,8.79,15.28
8,1888,5.25,0.24,0.29,8.09,1888.62,3.54,153.7750309,7.03,8.49,15.6
9,1888,5.38,0.24,0.29,8.09,1888.71,3.52,157.5827936,7.03,8.49,15.99
10,1888,5.35,0.23,0.28,8.18,1888.79,3.51,154.9799511,6.66,8.11,15.72
11,1888,5.24,0.23,0.27,8.28,1888.87,3.49,149.9601932,6.58,7.73,15.22
12,1888,5.14,0.23,0.26,8.28,1888.96,3.47,147.0983575,6.58,7.44,14.95
1,1889,5.24,0.23,0.26,7.99,1889.04,3.45,155.4030538,6.82,7.71,15.8
2,1889,5.3,0.23,0.27,7.9,1889.12,3.45,158.9731646,6.90,8.10,16.19
3,1889,5.19,0.23,0.27,7.8,1889.21,3.45,157.6695385,6.99,8.20,16.07
4,1889,5.18,0.23,0.27,7.8,1889.29,3.44,157.3657436,6.99,8.20,16.05
5,1889,5.32,0.23,0.28,7.61,1889.37,3.44,165.6540342,7.16,8.72,16.92
6,1889,5.41,0.23,0.28,7.61,1889.46,3.44,168.456452,7.16,8.72,17.22
7,1889,5.3,0.22,0.28,7.61,1889.54,3.44,165.0312746,6.85,8.72,16.89
8,1889,5.37,0.22,0.29,7.61,1889.62,3.43,167.210933,6.85,9.03,17.13
9,1889,5.5,0.22,0.29,7.71,1889.71,3.43,169.0376135,6.76,8.91,17.35
10,1889,5.4,0.22,0.29,7.71,1889.79,3.43,165.9642023,6.76,8.91,17.05
11,1889,5.35,0.22,0.3,7.71,1889.87,3.43,164.4274968,6.76,9.22,16.91
12,1889,5.32,0.22,0.3,7.8,1889.96,3.42,161.6188718,6.68,9.11,16.61
1,1890,5.38,0.22,0.3,7.61,1890.04,3.42,167.5223127,6.85,9.34,17.22
2,1890,5.32,0.22,0.3,7.61,1890.12,3.44,165.6540342,6.85,9.34,17.03
3,1890,5.28,0.22,0.3,7.61,1890.21,3.45,164.4085151,6.85,9.34,16.9
4,1890,5.39,0.22,0.3,7.61,1890.29,3.47,167.8336925,6.85,9.34,17.26
5,1890,5.62,0.22,0.3,7.71,1890.37,3.49,172.7257069,6.76,9.22,17.79
6,1890,5.58,0.22,0.3,7.71,1890.46,3.5,171.4963424,6.76,9.22,17.68
7,1890,5.54,0.22,0.29,7.71,1890.54,3.52,170.266978,6.76,8.91,17.59
8,1890,5.41,0.22,0.29,7.99,1890.62,3.54,160.4447559,6.52,8.60,16.6
9,1890,5.32,0.22,0.29,8.09,1890.71,3.55,155.8253646,6.44,8.49,16.17
10,1890,5.08,0.22,0.29,8.09,1890.79,3.57,148.7956489,6.44,8.49,15.48
11,1890,4.71,0.22,0.29,7.9,1890.87,3.59,141.2761519,6.60,8.70,14.75
12,1890,4.6,0.22,0.29,7.9,1890.96,3.6,137.9767089,6.60,8.70,14.44
1,1891,4.84,0.22,0.29,7.8,1891.04,3.62,147.0367179,6.68,8.81,15.43
2,1891,4.9,0.22,0.3,7.9,1891.12,3.62,146.9751899,6.60,9.00,15.48
3,1891,4.81,0.22,0.3,7.99,1891.21,3.62,142.6505131,6.52,8.90,15.05
4,1891,4.97,0.22,0.31,8.09,1891.29,3.62,145.5736959,6.44,9.08,15.41
5,1891,4.95,0.22,0.31,7.99,1891.37,3.61,146.8025031,6.52,9.19,15.57
6,1891,4.85,0.22,0.32,7.8,1891.46,3.61,147.3405128,6.68,9.72,15.66
7,1891,4.77,0.22,0.32,7.71,1891.54,3.61,146.6017121,6.76,9.83,15.62
8,1891,4.93,0.22,0.32,7.71,1891.62,3.61,151.5191699,6.76,9.83,16.16
9,1891,5.33,0.22,0.33,7.61,1891.71,3.61,165.9654139,6.85,10.28,17.71
10,1891,5.33,0.22,0.33,7.61,1891.79,3.61,165.9654139,6.85,10.28,17.72
11,1891,5.25,0.22,0.34,7.52,1891.87,3.6,165.4308511,6.93,10.71,17.67
12,1891,5.41,0.22,0.34,7.52,1891.96,3.6,170.4725532,6.93,10.71,18.21
1,1892,5.51,0.22,0.34,7.33,1892.04,3.6,178.1240928,7.11,10.99,19.02
2,1892,5.52,0.22,0.35,7.33,1892.12,3.61,178.447367,7.11,11.31,19.04
3,1892,5.58,0.23,0.35,7.14,1892.21,3.63,185.1872269,7.63,11.62,19.74
4,1892,5.57,0.23,0.35,7.04,1892.29,3.64,187.4811364,7.74,11.78,19.94
5,1892,5.57,0.23,0.35,7.04,1892.37,3.65,187.4811364,7.74,11.78,19.91
6,1892,5.54,0.23,0.36,7.04,1892.46,3.66,186.4713636,7.74,12.12,19.77
7,1892,5.54,0.23,0.36,7.23,1892.54,3.68,181.5710097,7.54,11.80,19.21
8,1892,5.62,0.23,0.36,7.33,1892.62,3.69,181.6801091,7.44,11.64,19.2
9,1892,5.48,0.24,0.36,7.33,1892.71,3.7,177.1542701,7.76,11.64,18.69
10,1892,5.59,0.24,0.37,7.33,1892.79,3.71,180.7102865,7.76,11.96,19.04
11,1892,5.57,0.24,0.37,7.52,1892.87,3.73,175.5142553,7.56,11.66,18.46
12,1892,5.51,0.24,0.37,7.61,1892.96,3.74,171.5702497,7.47,11.52,18.01
1,1893,5.61,0.24,0.36,7.9,1893.04,3.75,168.2715949,7.20,10.80,17.66
2,1893,5.51,0.24,0.35,7.99,1893.12,3.75,163.4104631,7.12,10.38,17.13
3,1893,5.31,0.24,0.34,7.8,1893.21,3.74,161.3150769,7.29,10.33,16.9
4,1893,5.31,0.24,0.33,7.71,1893.29,3.74,163.1981323,7.38,10.14,17.1
5,1893,4.84,0.24,0.32,7.61,1893.37,3.73,150.7078055,7.47,9.96,15.78
6,1893,4.61,0.25,0.32,7.42,1893.46,3.73,147.221779,7.98,10.22,15.42
7,1893,4.18,0.25,0.31,7.23,1893.54,3.73,136.997621,8.19,10.16,14.35
8,1893,4.08,0.25,0.3,6.95,1893.62,3.72,139.1074532,8.52,10.23,14.59
9,1893,4.37,0.25,0.29,7.23,1893.71,3.72,143.2247856,8.19,9.50,15.01
10,1893,4.5,0.25,0.28,7.33,1893.79,3.71,145.473397,8.08,9.05,15.27
11,1893,4.57,0.25,0.27,7.14,1893.87,3.71,151.6676751,8.30,8.96,15.94
12,1893,4.41,0.25,0.26,7.04,1893.96,3.7,148.4365909,8.41,8.75,15.61
1,1894,4.32,0.25,0.25,6.85,1894.04,3.7,149.4404672,8.65,8.65,15.74
2,1894,4.38,0.24,0.24,6.76,1894.12,3.68,153.5332544,8.41,8.41,16.2
3,1894,4.51,0.24,0.24,6.57,1894.21,3.66,162.6620396,8.66,8.66,17.19
4,1894,4.57,0.24,0.23,6.57,1894.29,3.64,164.8260578,8.66,8.30,17.43
5,1894,4.4,0.23,0.22,6.57,1894.37,3.62,158.6946728,8.30,7.93,16.81
6,1894,4.34,0.23,0.21,6.57,1894.46,3.6,156.5306545,8.30,7.57,16.61
7,1894,4.25,0.23,0.2,6.57,1894.54,3.58,153.2846271,8.30,7.21,16.29
8,1894,4.41,0.22,0.19,6.76,1894.62,3.56,154.5848521,7.71,6.66,16.46
9,1894,4.48,0.22,0.19,6.85,1894.71,3.54,154.9752993,7.61,6.57,16.52
10,1894,4.34,0.22,0.18,6.66,1894.79,3.52,154.4153754,7.83,6.40,16.5
11,1894,4.34,0.21,0.17,6.66,1894.87,3.5,154.4153754,7.47,6.05,16.54
12,1894,4.3,0.21,0.16,6.57,1894.96,3.48,155.0879756,7.57,5.77,16.67
1,1895,4.25,0.21,0.17,6.57,1895.04,3.46,153.2846271,7.57,6.13,16.52
2,1895,4.19,0.21,0.18,6.57,1895.12,3.47,151.1206088,7.57,6.49,16.33
3,1895,4.19,0.21,0.18,6.57,1895.21,3.48,151.1206088,7.57,6.49,16.36
4,1895,4.37,0.2,0.19,6.85,1895.29,3.5,151.1701022,6.92,6.57,16.39
5,1895,4.61,0.2,0.2,6.95,1895.37,3.51,157.1777842,6.82,6.82,17.08
