Month,Year,P,D,E,CPI,Date.Frac,GS10,RP,RD,RE,PE10
4,1984,157.6,7.22,15.57,103.1,1984.29,12.63,362.2201358,16.59,35.79,9.31
5,1984,156.6,7.27,15.89,103.4,1984.37,13.41,358.8775242,16.66,36.41,9.23
6,1984,153.1,7.31,16.2,103.7,1984.46,13.56,349.8416201,16.70,37.02,9.01
7,1984,151.1,7.33,16.32,104.1,1984.54,13.36,343.9448223,16.69,37.15,8.87
8,1984,164.4,7.36,16.44,104.5,1984.62,12.72,372.7868325,16.69,37.28,9.62
9,1984,166.1,7.38,16.56,105,1984.71,12.52,374.8481524,16.65,37.37,9.69
10,1984,164.8,7.43,16.59,105.3,1984.79,12.16,370.8547768,16.72,37.33,9.6
11,1984,166.3,7.48,16.61,105.3,1984.87,11.57,374.2302754,16.83,37.38,9.69
12,1984,164.5,7.53,16.64,105.3,1984.96,11.5,370.1796771,16.95,37.45,9.6
1,1985,171.6,7.57,16.56,105.5,1985.04,11.38,385.4249858,17.00,37.19,10
2,1985,180.9,7.62,16.47,106,1985.12,11.51,404.3968302,17.03,36.82,10.49
3,1985,179.4,7.66,16.39,106.4,1985.21,11.86,399.5359398,17.06,36.50,10.37
4,1985,180.6,7.69,16.13,106.9,1985.29,11.43,400.3271843,17.05,35.75,10.4
5,1985,184.9,7.71,15.87,107.3,1985.37,10.85,408.3308854,17.03,35.05,10.61
6,1985,188.9,7.74,15.61,107.6,1985.46,10.16,416.0013383,17.05,34.38,10.81
7,1985,192.5,7.77,15.48,107.8,1985.54,10.31,423.1428571,17.08,34.03,11
8,1985,188.3,7.81,15.36,108,1985.62,10.33,413.1441481,17.14,33.70,10.74
9,1985,184.1,7.84,15.23,108.3,1985.71,10.37,402.81012,17.15,33.32,10.47
10,1985,186.2,7.86,15.02,108.7,1985.79,10.24,405.9057222,17.13,32.74,10.55
11,1985,197.5,7.88,14.82,109,1985.87,9.78,429.3541284,17.13,32.22,11.16
12,1985,207.3,7.9,14.61,109.3,1985.96,9.26,449.4218481,17.13,31.67,11.69
1,1986,208.2,7.94,14.58,109.6,1986.04,9.19,450.1375182,17.17,31.52,11.72
2,1986,219.4,7.98,14.55,109.3,1986.12,8.7,475.6543824,17.30,31.54,12.39
3,1986,232.3,8.02,14.52,108.8,1986.21,7.78,505.9357353,17.47,31.62,13.19
4,1986,238,8.05,14.58,108.6,1986.29,7.3,519.3046041,17.56,31.81,13.55
5,1986,238.5,8.07,14.65,108.9,1986.37,7.71,518.9619835,17.56,31.88,13.56
6,1986,245.3,8.1,14.71,109.5,1986.46,7.8,530.8336804,17.53,31.83,13.89
7,1986,240.2,8.14,14.76,109.5,1986.54,7.3,519.7971872,17.62,31.94,13.62
8,1986,245,8.19,14.8,109.7,1986.62,7.17,529.2178669,17.69,31.97,13.89
9,1986,238.3,8.23,14.85,110.2,1986.71,7.45,512.409873,17.70,31.93,13.47
10,1986,237.4,8.25,14.73,110.3,1986.79,7.43,510.0118223,17.72,31.64,13.43
11,1986,245.1,8.26,14.6,110.4,1986.87,7.25,526.0769565,17.73,31.34,13.87
12,1986,248.6,8.28,14.48,110.5,1986.96,7.11,533.1063891,17.76,31.05,14.09
1,1987,264.5,8.3,14.69,111.2,1987.04,7.08,563.6323741,17.69,31.30,14.92
2,1987,280.9,8.32,14.89,111.6,1987.12,7.25,596.4342652,17.67,31.62,15.82
3,1987,292.5,8.34,15.1,112.1,1987.21,7.25,618.29438,17.63,31.92,16.43
4,1987,289.3,8.4,14.87,112.7,1987.29,8.02,608.2744277,17.66,31.27,16.2
5,1987,289.1,8.46,14.65,113.1,1987.37,8.61,605.7041202,17.72,30.69,16.16
6,1987,301.4,8.52,14.42,113.5,1987.46,8.4,629.2488458,17.79,30.11,16.83
7,1987,310.1,8.57,14.9,113.8,1987.54,8.45,645.7055888,17.84,31.03,17.31
8,1987,329.4,8.61,15.38,114.4,1987.62,8.76,682.2956643,17.83,31.86,18.33
9,1987,318.7,8.66,15.86,115,1987.71,9.42,656.6882783,17.84,32.68,17.68
10,1987,280.2,8.71,16.41,115.3,1987.79,9.52,575.8559584,17.90,33.73,15.53
11,1987,245,8.76,16.95,115.4,1987.87,8.86,503.0779896,17.99,34.80,13.59
12,1987,241,8.81,17.5,115.4,1987.96,8.99,494.8644714,18.09,35.93,13.39
1,1988,250.5,8.86,17.86,115.7,1988.04,8.67,513.0378565,18.15,36.58,13.9
2,1988,258.1,8.9,18.23,116,1988.12,8.21,527.236,18.18,37.24,14.3
3,1988,265.7,8.95,18.59,116.5,1988.21,8.37,540.4315193,18.20,37.81,14.67
4,1988,262.6,9.04,19.62,117.1,1988.29,8.72,531.3893766,18.29,39.70,14.43
5,1988,256.1,9.14,20.64,117.5,1988.37,9.09,516.471966,18.43,41.62,14.03
6,1988,270.7,9.23,21.67,118,1988.46,8.92,543.6023051,18.54,43.52,14.77
7,1988,269.1,9.31,22.02,118.5,1988.54,9.06,538.1091646,18.62,44.03,14.61
8,1988,263.7,9.38,22.38,119,1988.62,9.26,525.095395,18.68,44.56,14.24
9,1988,268,9.46,22.73,119.8,1988.71,8.98,530.0941569,18.71,44.96,14.37
10,1988,277.4,9.55,23.07,120.2,1988.79,8.8,546.8610982,18.83,45.48,14.81
11,1988,271,9.64,23.42,120.3,1988.87,8.96,533.8001663,18.99,46.13,14.45
12,1988,276.5,9.73,23.76,120.5,1988.96,9.11,543.7297925,19.13,46.72,14.7
1,1989,285.4,9.81,24.16,121.1,1989.04,9.09,558.4507349,19.20,47.27,15.09
2,1989,294,9.9,24.56,121.6,1989.12,9.17,572.9131579,19.29,47.86,15.47
3,1989,292.7,9.98,24.96,122.3,1989.21,9.36,567.1152249,19.34,48.36,15.3
4,1989,302.3,10.09,25.05,123.1,1989.29,9.18,581.909082,19.42,48.22,15.69
5,1989,313.9,10.19,25.13,123.8,1989.37,8.86,600.8218417,19.50,48.10,16.19
6,1989,323.7,10.3,25.22,124.1,1989.46,8.28,618.081805,19.67,48.16,16.64
7,1989,331.9,10.42,24.71,124.4,1989.54,8.02,632.2108039,19.85,47.07,17.01
8,1989,346.6,10.55,24.2,124.6,1989.62,8.11,659.1519743,20.06,46.02,17.73
9,1989,347.3,10.67,23.69,125,1989.71,8.19,658.369664,20.23,44.91,17.71
10,1989,347.4,10.8,23.43,125.6,1989.79,8.01,655.4132484,20.38,44.20,17.64
11,1989,340.2,10.92,23.16,125.9,1989.87,7.87,640.3001747,20.55,43.59,17.24
12,1989,348.6,11.05,22.9,126.1,1989.96,7.84,655.069437,20.76,43.03,17.65
1,1990,339.97,11.14,22.49,127.4,1990.04,8.21,632.3335259,20.72,41.83,17.05
2,1990,330.45,11.23,22.08,128,1990.12,8.47,611.7455625,20.79,40.88,16.51
3,1990,338.46,11.32,21.67,128.7,1990.21,8.59,623.1661352,20.84,39.90,16.83
4,1990,338.18,11.44,21.53,128.9,1990.29,8.79,621.6845058,21.03,39.58,16.81
5,1990,350.25,11.55,21.4,129.2,1990.37,8.76,642.3780186,21.18,39.25,17.39
6,1990,360.39,11.67,21.26,129.9,1990.46,8.48,657.4135058,21.29,38.78,17.82
7,1990,360.03,11.73,21.42,130.4,1990.54,8.47,654.2385644,21.32,38.92,17.75
8,1990,330.75,11.78,21.58,131.6,1990.62,8.75,595.5510638,21.21,38.86,16.17
9,1990,315.41,11.84,21.74,132.7,1990.71,8.89,563.2219563,21.14,38.82,15.3
10,1990,307.12,11.93,21.61,133.5,1990.79,8.72,545.1322487,21.18,38.36,14.82
11,1990,315.29,12.01,21.47,133.8,1990.87,8.39,558.3790613,21.27,38.02,15.19
12,1990,328.75,12.1,21.34,133.8,1990.96,8.08,582.2167414,21.43,37.79,15.85
1,1991,325.49,12.11,21.18,134.6,1991.04,8.09,573.0171649,21.32,37.29,15.61
2,1991,362.26,12.11,21.03,134.8,1991.12,7.85,636.803632,21.29,36.97,17.35
3,1991,372.28,12.12,20.87,135,1991.21,8.11,653.447917,21.27,36.63,17.82
4,1991,379.68,12.13,20.36,135.2,1991.29,8.04,665.4509822,21.26,35.68,18.16
5,1991,377.99,12.14,19.86,135.6,1991.37,8.07,660.5347375,21.21,34.71,18.04
6,1991,378.29,12.15,19.35,136,1991.46,8.28,659.1146941,21.17,33.71,18.02
7,1991,380.23,12.19,18.84,136.2,1991.54,8.27,661.5220323,21.21,32.78,18.1
8,1991,389.4,12.24,18.33,136.6,1991.62,7.9,675.492123,21.23,31.80,18.51
9,1991,387.2,12.28,17.82,137.2,1991.71,7.65,668.7384257,21.21,30.78,18.36
10,1991,386.88,12.25,17.2,137.4,1991.79,7.53,667.2131354,21.13,29.66,18.35
11,1991,385.92,12.23,16.59,137.8,1991.87,7.42,663.6255675,21.03,28.53,18.29
12,1991,388.51,12.2,15.97,137.9,1991.96,7.09,667.5948484,20.96,27.44,18.44
1,1992,416.08,12.24,16.05,138.1,1992.04,7.03,713.9342274,21.00,27.54,19.77
2,1992,412.56,12.28,16.12,138.6,1992.12,7.34,705.3406753,20.99,27.56,19.58
3,1992,407.36,12.32,16.2,139.3,1992.21,7.54,692.9506504,20.96,27.56,19.28
4,1992,407.41,12.32,16.48,139.5,1992.29,7.48,692.0421047,20.93,27.99,19.3
5,1992,414.81,12.32,16.77,139.7,1992.37,7.39,703.6032756,20.90,28.45,19.66
6,1992,408.27,12.32,17.05,140.2,1992.46,7.26,690.0403652,20.82,28.82,19.32
7,1992,415.05,12.34,17.38,140.5,1992.54,6.84,700.0017651,20.81,29.31,19.62
8,1992,417.93,12.37,17.71,140.9,1992.62,6.59,702.8580043,20.80,29.78,19.72
9,1992,418.48,12.39,18.04,141.3,1992.71,6.42,701.7906638,20.78,30.25,19.71
10,1992,412.5,12.39,18.39,141.8,1992.79,6.59,689.3229901,20.70,30.73,19.37
11,1992,422.84,12.38,18.74,142,1992.87,6.87,705.6068056,20.66,31.27,19.83
12,1992,435.64,12.38,19.09,141.9,1992.96,6.77,727.4788894,20.67,31.88,20.45
1,1993,435.23,12.41,19.34,142.6,1993.04,6.6,723.2265133,20.62,32.14,20.32
2,1993,441.7,12.45,19.59,143.1,1993.12,6.26,731.4132215,20.62,32.44,20.55
3,1993,450.16,12.48,19.84,143.6,1993.21,5.98,742.8266964,20.59,32.74,20.86
4,1993,443.08,12.49,19.67,144,1993.29,5.97,729.1127556,20.55,32.37,20.46
5,1993,445.25,12.51,19.5,144.2,1993.37,6.04,731.6674064,20.56,32.04,20.52
6,1993,448.06,12.52,19.33,144.4,1993.46,5.96,735.2652188,20.55,31.72,20.61
7,1993,447.29,12.52,19.69,144.4,1993.54,5.81,734.001651,20.55,32.31,20.57
8,1993,454.13,12.52,20.05,144.8,1993.62,5.68,743.1674365,20.49,32.81,20.81
9,1993,459.24,12.52,20.41,145.1,1993.71,5.36,749.9759504,20.45,33.33,20.99
10,1993,463.9,12.54,20.9,145.7,1993.79,5.33,754.4663281,20.39,33.99,21.11
11,1993,462.89,12.56,21.39,145.8,1993.87,5.72,752.307369,20.41,34.76,21.04
12,1993,465.95,12.58,21.88,145.8,1993.96,5.77,757.2806036,20.45,35.56,21.17
1,1994,472.99,12.62,22.16,146.2,1994.04,5.75,766.6190862,20.45,35.92,21.41
2,1994,471.58,12.67,22.43,146.7,1994.12,5.97,761.7286762,20.47,36.23,21.26
3,1994,463.81,12.71,22.71,147.2,1994.21,6.48,746.6332717,20.46,36.56,20.83
4,1994,447.23,12.75,23.54,147.4,1994.29,6.97,718.9662198,20.50,37.84,20.06
5,1994,450.9,12.8,24.37,147.5,1994.37,7.18,724.3746712,20.56,39.15,20.2
6,1994,454.83,12.84,25.2,148,1994.46,7.1,728.2197081,20.56,40.35,20.29
7,1994,451.4,12.87,25.91,148.4,1994.54,7.3,720.7799461,20.55,41.37,20.07
8,1994,464.24,12.9,26.62,149,1994.62,7.24,738.2973852,20.52,42.33,20.54
9,1994,466.96,12.93,27.33,149.4,1994.71,7.46,740.6348166,20.51,43.35,20.58
10,1994,463.81,13.01,28.42,149.5,1994.79,7.74,735.146606,20.62,45.05,20.4
11,1994,461.01,13.1,29.51,149.7,1994.87,7.96,729.7323287,20.74,46.71,20.21
12,1994,455.19,13.18,30.6,149.7,1994.96,7.81,720.5198557,20.86,48.44,19.91
1,1995,465.25,13.18,31.25,150.3,1995.04,7.78,733.5039255,20.78,49.27,20.22
2,1995,481.92,13.18,31.9,150.9,1995.12,7.47,756.764501,20.70,50.09,20.8
3,1995,493.15,13.18,32.55,151.4,1995.21,7.2,771.841638,20.63,50.94,21.15
4,1995,507.91,13.24,33.18,151.9,1995.29,7.06,792.3262251,20.65,51.76,21.64
5,1995,523.81,13.31,33.8,152.2,1995.37,6.63,815.5191695,20.72,52.62,22.2
6,1995,539.35,13.37,34.43,152.5,1995.46,6.17,838.061482,20.77,53.50,22.72
7,1995,557.37,13.44,34.68,152.5,1995.54,6.28,866.0616079,20.88,53.89,23.38
8,1995,559.11,13.51,34.93,152.9,1995.62,6.49,866.4925154,20.94,54.13,23.28
9,1995,578.77,13.58,35.18,153.2,1995.71,6.2,895.204564,21.00,54.41,23.95
10,1995,582.92,13.65,34.77,153.7,1995.79,6.04,898.6904567,21.04,53.61,23.93
11,1995,595.53,13.72,34.37,153.6,1995.87,5.93,918.7290938,21.17,53.02,24.35
12,1995,614.57,13.79,33.96,153.5,1995.96,5.71,948.7199166,21.29,52.42,25.03
1,1996,614.42,13.89,33.99,154.4,1996.04,5.65,942.9596062,21.32,52.16,24.76
2,1996,649.54,14,34.01,154.9,1996.12,5.81,993.6410484,21.42,52.03,25.98
3,1996,647.07,14.1,34.04,155.7,1996.21,6.27,984.7765395,21.46,51.81,25.63
4,1996,647.17,14.16,34.33,156.3,1996.29,6.51,981.1478132,21.47,52.05,25.43
5,1996,661.23,14.21,34.62,156.6,1996.37,6.74,1000.543172,21.50,52.39,25.81
6,1996,668.5,14.27,34.91,156.7,1996.46,6.91,1010.898277,21.58,52.79,25.97
7,1996,644.07,14.4,35.27,157,1996.54,6.87,972.0944408,21.73,53.23,24.86
8,1996,662.68,14.53,35.64,157.3,1996.62,6.64,998.2749701,21.89,53.69,25.41
9,1996,674.88,14.66,36,157.8,1996.71,6.83,1013.43197,22.01,54.06,25.68
10,1996,701.46,14.74,36.91,158.3,1996.79,6.53,1050.018709,22.06,55.25,26.48
11,1996,735.67,14.82,37.82,158.6,1996.87,6.2,1099.144787,22.14,56.51,27.59
12,1996,743.25,14.9,38.73,158.6,1996.96,6.3,1110.469861,22.26,57.87,27.72
1,1997,766.22,14.95,39.23,159.1,1997.04,6.58,1141.191019,22.27,58.43,28.33
2,1997,798.39,15.01,39.74,159.6,1997.12,6.42,1185.379038,22.29,59.00,29.27
3,1997,792.16,15.06,40.24,160,1997.21,6.69,1173.18896,22.30,59.60,28.8
4,1997,763.93,15.09,40.34,160.2,1997.29,6.89,1129.96787,22.32,59.67,27.59
5,1997,833.09,15.13,40.45,160.1,1997.37,6.71,1233.035643,22.39,59.87,29.93
6,1997,876.29,15.16,40.55,160.3,1997.46,6.49,1295.356696,22.41,59.94,31.26
7,1997,925.29,15.22,40.58,160.5,1997.54,6.22,1366.085473,22.47,59.91,32.77
8,1997,927.24,15.27,40.61,160.8,1997.62,6.3,1366.410388,22.50,59.84,32.59
9,1997,937.02,15.33,40.64,161.2,1997.71,6.21,1377.396149,22.53,59.74,32.67
10,1997,951.16,15.39,40.33,161.6,1997.79,6.03,1394.720752,22.57,59.14,32.9
11,1997,938.92,15.44,40.03,161.5,1997.87,5.88,1377.625283,22.65,58.73,32.34
12,1997,962.37,15.5,39.72,161.3,1997.96,5.81,1413.782983,22.77,58.35,33.03
1,1998,963.36,15.55,39.66,161.6,1998.04,5.54,1412.610059,22.80,58.15,32.86
2,1998,1023.74,15.6,39.6,161.9,1998.12,5.57,1498.365846,22.83,57.96,34.71
3,1998,1076.83,15.65,39.54,162.2,1998.21,5.65,1573.154358,22.86,57.76,36.3
4,1998,1112.2,15.75,39.35,162.5,1998.29,5.64,1621.827151,22.97,57.38,37.28
5,1998,1108.42,15.85,39.16,162.8,1998.37,5.65,1613.336629,23.07,57.00,36.96
6,1998,1108.39,15.95,38.97,163,1998.46,5.5,1611.313463,23.19,56.65,36.8
7,1998,1156.58,16.02,38.68,163.2,1998.54,5.46,1679.308804,23.26,56.16,38.26
8,1998,1074.62,16.08,38.38,163.4,1998.62,5.34,1558.396299,23.32,55.66,35.42
9,1998,1020.64,16.15,38.09,163.6,1998.71,4.81,1478.305956,23.39,55.17,33.53
10,1998,1032.47,16.17,37.96,164,1998.79,4.53,1491.793239,23.36,54.85,33.77
11,1998,1144.43,16.18,37.84,164,1998.87,4.83,1653.561785,23.38,54.67,37.37
12,1998,1190.05,16.2,37.71,163.9,1998.96,4.65,1720.526223,23.42,54.52,38.82
1,1999,1248.77,16.28,37.93,164.3,1999.04,4.72,1801.025802,23.48,54.70,40.58
2,1999,1246.58,16.37,38.16,164.5,1999.12,5,1795.68144,23.58,54.97,40.4
3,1999,1281.66,16.45,38.38,165,1999.21,5.23,1840.619113,23.62,55.12,41.36
4,1999,1334.76,16.37,39.26,166.2,1999.29,5.18,1903.036881,23.34,55.98,42.71
5,1999,1332.07,16.29,40.14,166.2,1999.37,5.54,1899.201608,23.23,57.23,42.56
6,1999,1322.55,16.21,41.02,166.2,1999.46,5.9,1885.628448,23.11,58.48,42.18
7,1999,1380.99,16.29,42,166.7,1999.54,5.79,1963.043734,23.16,59.70,43.83
8,1999,1327.49,16.38,42.98,167.1,1999.62,5.94,1882.47774,23.23,60.95,41.93
9,1999,1318.17,16.46,43.96,167.9,1999.71,5.92,1860.354754,23.23,62.04,41.32
10,1999,1300.01,16.47,45.36,168.2,1999.79,6.11,1831.452851,23.20,63.90,40.55
11,1999,1391,16.47,46.77,168.3,1999.87,6.03,1958.475104,23.19,65.85,43.21
12,1999,1428.68,16.48,48.17,168.3,1999.96,6.28,2011.527111,23.20,67.82,44.2
1,2000,1425.59,16.57,49.09,168.8,2000.04,6.66,2001.231081,23.26,68.91,43.77
2,2000,1388.87,16.67,50.02,169.8,2000.12,6.52,1938.201621,23.26,69.80,42.19
3,2000,1442.21,16.76,50.94,171.2,2000.21,6.26,1996.180383,23.20,70.51,43.22
4,2000,1461.36,16.74,51.27,171.3,2000.29,5.99,2021.505345,23.16,70.92,43.53
5,2000,1418.48,16.72,51.59,171.5,2000.37,6.44,1959.900996,23.10,71.28,41.97
6,2000,1461.96,16.7,51.92,172.4,2000.46,6.1,2009.431796,22.95,71.36,42.78
7,2000,1473,16.58,52.51,172.8,2000.54,6.05,2019.919444,22.74,72.01,42.76
8,2000,1485.46,16.46,53.11,172.8,2000.62,5.83,2037.005796,22.57,72.83,42.87
9,2000,1468.05,16.34,53.7,173.7,2000.71,5.8,2002.700794,22.29,73.26,41.9
10,2000,1390.14,16.32,52.47,174,2000.79,5.74,1893.146979,22.23,71.46,39.37
11,2000,1378.04,16.29,51.23,174.1,2000.87,5.72,1875.590801,22.17,69.73,38.78
12,2000,1330.93,16.27,50,174,2000.96,5.24,1812.512487,22.16,68.09,37.28
1,2001,1335.63,16.17,48.48,175.1,2001.04,5.16,1807.486492,21.88,65.61,36.98
2,2001,1305.75,16.07,46.96,175.8,2001.12,5.1,1760.014334,21.66,63.30,35.84
3,2001,1185.85,15.97,45.44,176.2,2001.21,4.89,1594.773076,21.48,61.11,32.33
4,2001,1189.84,15.88,42.56,176.9,2001.29,5.14,1593.807159,21.27,57.01,32.17
5,2001,1270.37,15.78,39.67,177.7,2001.37,5.39,1694.017306,21.04,52.90,34.08
6,2001,1238.71,15.69,36.79,178,2001.46,5.28,1649.01529,20.89,48.98,33.07
7,2001,1204.45,15.71,33.96,177.5,2001.54,5.24,1607.923786,20.97,45.34,32.16
8,2001,1178.5,15.72,31.14,177.5,2001.62,4.97,1573.280901,20.99,41.57,31.4
9,2001,1044.64,15.74,28.31,178.3,2001.71,4.73,1388.322459,20.92,37.62,27.67
10,2001,1076.59,15.74,27.1,177.7,2001.79,4.57,1435.614893,20.99,36.14,28.58
11,2001,1129.68,15.74,25.9,177.4,2001.87,4.65,1508.957006,21.02,34.60,30.01
12,2001,1144.93,15.74,24.69,176.7,2001.96,5.09,1535.385471,21.11,33.11,30.5
1,2002,1140.21,15.74,24.69,177.1,2002.04,5.04,1525.602268,21.06,33.04,30.28
2,2002,1100.67,15.73,24.7,177.8,2002.12,4.91,1466.899681,20.96,32.92,29.09
3,2002,1153.79,15.73,24.7,178.8,2002.21,5.28,1529.094398,20.85,32.73,30.29
4,2002,1111.93,15.83,25.38,179.8,2002.29,5.21,1465.422318,20.86,33.45,29.01
5,2002,1079.25,15.93,26.06,179.8,2002.37,5.16,1422.353059,20.99,34.34,28.13
6,2002,1014.02,16.03,26.74,179.9,2002.46,4.93,1335.643019,21.11,35.22,26.39
7,2002,903.59,15.95,27.94,180.1,2002.54,4.65,1188.865555,20.99,36.76,23.46
8,2002,912.55,15.87,29.14,180.7,2002.62,4.26,1196.66767,20.81,38.21,23.59
9,2002,867.81,15.79,30.34,181,2002.71,3.87,1136.11192,20.67,39.72,22.36
10,2002,854.63,15.88,29.42,181.3,2002.79,3.94,1117.005653,20.76,38.45,21.95
11,2002,909.93,15.98,28.51,181.3,2002.87,4.05,1189.283027,20.89,37.26,23.34
12,2002,899.18,16.07,27.59,180.9,2002.96,4.03,1177.831359,21.05,36.14,23.1
1,2003,895.84,16.12,28.5,181.7,2003.04,4.05,1168.289744,21.02,37.17,22.89
2,2003,837.03,16.17,29.41,183.1,2003.12,3.9,1083.247563,20.93,38.06,21.21
3,2003,846.63,16.22,30.32,184.2,2003.21,3.81,1089.128365,20.87,39.00,21.31
4,2003,890.03,16.2,31.73,183.8,2003.29,3.96,1147.451082,20.89,40.91,22.42
5,2003,935.96,16.19,33.14,183.5,2003.37,3.57,1208.638047,20.91,42.79,23.59
6,2003,988,16.17,34.55,183.7,2003.46,3.33,1274.450082,20.86,44.57,24.83
7,2003,992.54,16.31,35.89,183.9,2003.54,3.98,1278.913966,21.02,46.25,24.86
8,2003,989.53,16.45,37.24,184.6,2003.62,4.45,1270.200589,21.12,47.80,24.64
9,2003,1019.44,16.59,38.58,185.2,2003.71,4.27,1304.354765,21.23,49.36,25.24
10,2003,1038.73,16.86,41.97,185,2003.79,4.29,1330.472761,21.60,53.76,25.68
11,2003,1049.9,17.12,45.35,184.5,2003.87,4.3,1348.424412,21.99,58.24,25.94
12,2003,1080.64,17.39,48.74,184.3,2003.96,4.27,1389.411039,22.36,62.67,26.63
1,2004,1132.52,17.6,49.83,185.2,2004.04,4.15,1449.038549,22.52,63.76,27.65
2,2004,1143.36,17.81,50.91,186.2,2004.12,4.08,1455.05148,22.67,64.79,27.65
3,2004,1123.98,18.02,52,187.4,2004.21,3.83,1421.228926,22.79,65.75,26.88
4,2004,1133.36,18.21,53.38,188,2004.29,4.35,1428.515881,22.95,67.28,26.9
5,2004,1102.78,18.41,54.77,189.1,2004.37,4.72,1381.886562,23.07,68.63,25.9
6,2004,1132.76,18.6,56.15,189.7,2004.46,4.73,1414.964732,23.23,70.14,26.4
7,2004,1105.85,18.79,56.69,189.4,2004.54,4.5,1383.538627,23.51,70.93,25.69
8,2004,1088.94,18.97,57.23,189.5,2004.62,4.28,1361.663443,23.72,71.56,25.17
9,2004,1117.66,19.16,57.77,189.9,2004.71,4.13,1394.63251,23.91,72.09,25.66
10,2004,1117.21,19.25,58.03,190.9,2004.79,4.1,1386.768369,23.89,72.03,25.41
11,2004,1168.94,19.35,58.29,191,2004.87,4.19,1450.220013,24.01,72.32,26.46
12,2004,1199.21,19.44,58.55,190.3,2004.96,4.23,1493.246461,24.21,72.91,27.14
1,2005,1181.41,19.7,59.14,190.7,2005.04,4.22,1467.996401,24.48,73.49,26.58
2,2005,1199.63,19.97,59.73,191.8,2005.12,4.17,1482.087199,24.67,73.79,26.74
3,2005,1194.9,20.23,60.32,193.3,2005.21,4.5,1464.787915,24.80,73.94,26.33
4,2005,1164.43,20.46,61.33,194.6,2005.29,4.34,1417.899963,24.91,74.68,25.4
5,2005,1178.28,20.7,62.35,194.4,2005.37,4.14,1436.240889,25.23,76.00,25.64
6,2005,1202.25,20.93,63.36,194.5,2005.46,4,1464.705193,25.50,77.19,26.06
7,2005,1222.24,21.11,64.43,195.4,2005.54,4.18,1482.200565,25.60,78.13,26.28
8,2005,1224.27,21.3,65.5,196.4,2005.62,4.26,1477.102949,25.70,79.03,26.1
9,2005,1225.92,21.48,66.57,198.8,2005.71,4.2,1461.237441,25.60,79.35,25.72
10,2005,1191.96,21.73,67.69,199.2,2005.79,4.46,1417.905831,25.85,80.52,24.87
11,2005,1237.37,21.97,68.81,197.6,2005.87,4.54,1483.842081,26.35,82.52,25.92
12,2005,1262.07,22.22,69.93,196.8,2005.96,4.47,1519.614366,26.75,84.20,26.43
1,2006,1278.73,22.41,70.84,198.3,2006.04,4.42,1528.027538,26.78,84.65,26.46
2,2006,1276.65,22.6,71.76,198.7,2006.12,4.57,1522.470981,26.95,85.58,26.24
3,2006,1293.74,22.79,72.67,199.8,2006.21,4.72,1534.35751,27.03,86.19,26.32
4,2006,1302.17,23.01,73.28,201.5,2006.29,4.99,1531.32607,27.06,86.18,26.14
5,2006,1290.01,23.22,73.88,202.5,2006.37,5.11,1509.534665,27.17,86.45,25.64
6,2006,1253.17,23.44,74.49,202.9,2006.46,5.11,1463.534565,27.37,86.99,24.74
7,2006,1260.24,23.66,75.85,203.5,2006.54,5.09,1467.451943,27.55,88.32,24.69
8,2006,1287.15,23.88,77.21,203.9,2006.62,4.88,1495.846317,27.75,89.73,25.04
9,2006,1317.74,24.1,78.57,202.9,2006.71,4.72,1538.943669,28.15,91.76,25.63
10,2006,1363.38,24.36,79.55,201.8,2006.79,4.73,1600.924305,28.60,93.41,26.53
11,2006,1388.64,24.62,80.53,201.5,2006.87,4.6,1633.013074,28.95,94.70,26.92
12,2006,1416.42,24.88,81.51,201.8,2006.96,4.56,1663.205566,29.21,95.71,27.27
1,2007,1424.16,25.08,82.06,202.416,2007.04,4.76,1667.204932,29.36,96.06,27.2
2,2007,1444.8,25.29,82.6,203.499,2007.12,4.72,1682.366046,29.45,96.18,27.31
3,2007,1406.95,25.49,83.15,205.352,2007.21,4.56,1623.509252,29.41,95.95,26.22
4,2007,1463.64,25.72,83.74,206.686,2007.29,4.69,1678.024319,29.49,96.01,26.97
5,2007,1511.14,25.94,84.33,207.949,2007.37,4.75,1721.959396,29.56,96.09,27.54
6,2007,1514.19,26.17,84.92,208.352,2007.46,5.1,1722.09752,29.76,96.58,27.41
7,2007,1520.71,26.44,82.81,208.299,2007.54,5,1729.952816,30.08,94.20,27.4
8,2007,1454.62,26.7,80.71,207.917,2007.62,4.67,1657.809391,30.43,91.98,26.14
9,2007,1497.12,26.97,78.6,208.49,2007.71,4.52,1701.556694,30.65,89.33,26.72
10,2007,1539.66,27.22,74.46,208.936,2007.79,4.53,1746.17028,30.87,84.45,27.31
11,2007,1463.39,27.48,70.32,210.177,2007.87,4.15,1649.870797,30.98,79.28,25.72
12,2007,1479.22,27.73,66.18,210.036,2007.96,4.1,1668.837586,31.28,74.66,25.95
1,2008,1378.76,27.92,64.25,211.08,2008.04,3.74,1547.806375,31.34,72.13,24.01
2,2008,1354.87,28.11,62.32,211.693,2008.12,3.74,1516.582954,31.47,69.76,23.49
3,2008,1316.94,28.3,60.39,213.528,2008.21,3.51,1461.457525,31.41,67.02,22.6
4,2008,1370.47,28.44,57.38,214.823,2008.29,3.68,1511.693679,31.37,63.29,23.35
5,2008,1403.22,28.57,54.38,216.632,2008.37,3.88,1534.893327,31.25,59.48,23.69
6,2008,1341.25,28.71,51.37,218.815,2008.46,4.1,1452.471723,31.09,55.63,22.41
